School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
GP,F,15,U,LARGE,T,-1,4,at_home,,error,error,invalid,X,99999,no,,no,yes,yes,yes,yes,,3,3,2,,,-999,4,,8,-999,False
GP,F,16,U,GT3,UNKNOWN,INVALID,,999,services,reputation,mother,3,2,3,no,maybe,no,yes,no,,yes,yes,5,invalid,,,invalid,X,9,X,-999,10,unknown
GP,M,,U,GT3,T,1,4,,invalid,invalid,N/A,3,,0,no,maybe,no,,no,yes,maybe,,4,2,invalid,99999,1,invalid,invalid,16,10,10,
GP,F,A,R,999,T,4,2,other,unknown,-999,-1,1,1,-999,no,unknown,maybe,,yes,yes,no,yes,,99999,2,-999,X,-999,4,-999,17,13,unknown
,F,-5,U,GT3,1,INVALID,4,-999,N/A,course,-999,2,invalid,0,no,unknown,no,,,maybe,maybe,no,,invalid,99999,1,invalid,99999,99999,,14,14,False
GP,X,999,R,GT3,T,1,2,error,other,error,error,invalid,1,2,no,yes,unknown,yes,no,yes,maybe,,4,,3,,invalid,1,1,invalid,12,17,no
XYZ,M,,R,GT3,T,4,-1,at_home,other,,other,-999,-999,,yes,yes,no,yes,no,,no,,99999,4,2,2,X,5,-999,10,,-999,no
MS,,19,,GT3,,1,3,at_home,services,invalid,N/A,2,2,1,,maybe,,,yes,,yes,,4,,99999,1,99999,4,2,11,invalid,13,False
GP,F,,U,-1,T,4,,999,other,course,mother,invalid,1,1,unknown,unknown,yes,,yes,yes,no,no,4,,2,1,X,-999,,invalid,X,13,False
MS,F,16,U,GT3,T,,,,services,course,father,2,1,,no,yes,no,yes,no,yes,yes,no,4,3,,1,-999,1,-999,99999,,11,False
XYZ,M,16,R,SMALL,X,3,4,other,at_home,invalid,-999,invalid,1,0,no,unknown,,unknown,,no,yes,yes,4,,,invalid,-999,3,8,10,16,,
GP,M,16,U,GT3,T,1,3,services,-1,,999,,2,0,no,yes,,yes,,no,unknown,unknown,4,4,,,1,4,16,9,-999,8,unknown
MS,F,15,XYZ,LARGE,T,1,2,at_home,-1,invalid,father,X,4,0,maybe,yes,no,no,yes,yes,no,no,5,4,3,invalid,5,3,99999,7,invalid,,False
GP,M,invalid,R,GT3,1,,4,-1,-999,-1,mother,-999,99999,0,no,maybe,yes,yes,yes,yes,yes,yes,3,3,2,1,invalid,99999,-999,12,-999,X,
MS,unknown,15,U,LE3,T,3,1,invalid,-999,reputation,-1,invalid,99999,,no,,no,no,yes,yes,no,maybe,99999,,-999,2,1,2,2,13,invalid,13,
,,16,XYZ,LE3,T,-1,4,other,other,N/A,error,3,X,0,no,no,no,,yes,,maybe,yes,X,invalid,5,1,X,2,invalid,8,12,,
GP,M,15,XYZ,GT3,T,1,1,services,other,reputation,unknown,,3,99999,no,yes,yes,yes,no,yes,yes,unknown,invalid,4,invalid,2,invalid,99999,-999,,11,99999,False
123,F,,U,GT3,,1,1,error,-1,-999,999,,2,X,no,,yes,no,yes,,no,no,4,3,2,3,,-999,X,X,13,9,
GP,F,18,,LE3,T,2,2,error,,reputation,father,2,2,0,no,yes,maybe,no,,maybe,maybe,maybe,invalid,2,,1,invalid,3,3,,12,13,False
MS,F,18,U,GT3,A,2,999,services,other,course,-1,-999,1,99999,,,yes,yes,yes,yes,yes,,5,99999,3,1,99999,5,,,,-999,False
GP,F,18,,GT3,T,INVALID,1,999,other,home,,1,-999,0,,yes,no,yes,maybe,maybe,yes,unknown,1,99999,1,1,-999,,,,13,13,no
MS,M,-5,,LARGE,T,1,2,-1,other,-1,999,,2,0,,no,no,no,yes,yes,yes,maybe,,,5,X,3,X,,,X,13,maybe
GP,X,15,R,GT3,T,,3,999,,other,father,X,2,99999,maybe,no,yes,no,,,,yes,3,,X,99999,5,1,4,,X,15,
GP,,16,U,GT3,1,1,3,services,other,home,mother,X,,,no,unknown,no,no,yes,no,no,yes,,2,invalid,1,1,5,2,X,11,-999,False
GP,X,17,U,GT3,T,1,2,error,N/A,course,,1,X,X,,maybe,maybe,yes,no,yes,yes,yes,4,-999,4,X,3,,4,X,X,0,no
MS,M,-5,INVALID,LE3,T,-1,2,health,invalid,N/A,unknown,-999,-999,X,no,yes,no,no,maybe,,yes,unknown,4,3,4,99999,4,1,4,X,10,11,False
INVALID,M,16,R,LE3,T,999,2,-999,other,reputation,mother,1,-999,0,no,no,,no,yes,,no,unknown,4,-999,4,-999,-999,,X,,15,10,
MS,,A,XYZ,SMALL,T,INVALID,2,,-999,-999,-999,,99999,0,no,yes,yes,yes,yes,yes,no,unknown,4,3,99999,-999,-999,5,0,8,invalid,10,False
,F,,U,GT3,1,4,2,other,999,home,father,1,3,X,yes,unknown,no,no,yes,yes,yes,no,4,invalid,,1,1,-999,X,,X,X,maybe
GP,F,17,R,999,A,3,,999,other,home,unknown,1,,-999,maybe,no,no,yes,unknown,unknown,,no,X,99999,4,1,X,invalid,0,11,8,8,False
GP,,17,U,,T,-1,4,other,999,N/A,mother,2,,X,no,unknown,yes,,yes,yes,,yes,99999,5,4,1,X,3,99999,X,,,no
GP,M,999,INVALID,SMALL,T,999,-1,other,,,father,1,3,,yes,yes,maybe,yes,unknown,unknown,yes,no,4,2,X,1,,4,,,,13,no
,X,18,U,GT3,A,2,4,unknown,other,course,father,,,0,yes,,no,yes,no,yes,,yes,4,2,2,1,,5,,13,invalid,X,True
,unknown,999,INVALID,-1,1,3,3,at_home,invalid,reputation,mother,2,,2,unknown,no,unknown,no,yes,yes,no,yes,,4,99999,3,,,,,,,False
123,F,,XYZ,GT3,T,3,3,other,N/A,other,,X,2,X,unknown,yes,no,no,,yes,yes,no,5,99999,5,4,1,5,invalid,X,99999,12,no
GP,F,15,XYZ,GT3,T,4,4,-1,services,course,mother,2,,,maybe,,no,yes,maybe,unknown,maybe,unknown,4,3,99999,2,2,3,8,99999,13,,False
GP,F,,U,999,T,3,2,unknown,health,home,mother,1,3,,,,no,maybe,maybe,yes,,,X,3,5,,2,3,30,10,,99999,False
GP,M,17,U,LE3,T,4,1,error,teacher,999,,1,,0,no,yes,no,no,yes,maybe,unknown,yes,-999,3,3,1,2,invalid,99999,13,invalid,99999,False
GP,F,17,R,LARGE,A,2,0,999,services,course,-1,,3,0,yes,no,no,,maybe,yes,unknown,no,,invalid,5,1,1,invalid,0,X,10,16,yes
GP,F,17,R,GT3,1,,1,999,teacher,unknown,invalid,2,2,0,unknown,unknown,no,no,yes,unknown,no,,4,3,5,,1,1,X,10,-999,,False
MS,,18,XYZ,GT3,,999,-1,other,health,error,invalid,,,invalid,maybe,yes,,no,yes,maybe,unknown,yes,2,3,4,X,4,5,2,invalid,-999,7,
GP,F,15,U,LE3,,1,1,at_home,,other,mother,1,99999,0,no,unknown,,,,,no,no,5,-999,4,invalid,1,,99999,12,17,invalid,False
GP,F,,U,999,T,,999,invalid,999,home,invalid,X,,,no,no,yes,unknown,,unknown,yes,yes,-999,99999,,invalid,99999,invalid,X,-999,15,17,True
MS,F,17,R,GT3,T,,3,invalid,other,course,error,1,99999,0,maybe,,no,,,,yes,yes,invalid,,-999,2,2,99999,99999,,-999,10,unknown
GP,F,16,XYZ,999,T,4,3,unknown,invalid,course,mother,1,invalid,2,no,no,no,yes,unknown,yes,yes,,invalid,2,4,invalid,3,5,0,99999,14,-999,False
XYZ,F,-5,U,999,,1,2,services,other,home,-1,X,invalid,99999,,maybe,unknown,no,yes,maybe,,maybe,-999,,99999,1,X,2,0,99999,11,99999,True
GP,,17,U,LARGE,,,3,other,,error,mother,,3,0,no,yes,no,no,no,no,no,no,,2,2,X,99999,invalid,0,invalid,-999,11,False
INVALID,X,19,U,-1,X,INVALID,-1,-999,other,reputation,mother,2,1,0,no,no,,unknown,no,,yes,yes,4,,2,3,X,99999,,X,10,14,True
GP,M,18,XYZ,GT3,T,2,4,at_home,,N/A,error,2,2,99999,yes,,no,maybe,yes,yes,maybe,yes,4,4,,1,1,invalid,99999,X,,16,maybe
MS,,A,U,GT3,1,3,-1,,at_home,-999,mother,-999,X,0,no,no,no,yes,yes,yes,no,no,5,-999,2,X,invalid,,X,18,12,12,False
MS,M,999,XYZ,LE3,T,,1,other,other,error,mother,2,,X,maybe,no,no,yes,yes,no,no,unknown,4,invalid,invalid,1,3,3,4,,12,99999,False
,unknown,A,U,LARGE,T,1,1,other,services,999,invalid,,1,3,unknown,unknown,,,no,yes,yes,,-999,invalid,5,1,,5,2,-999,X,12,False
GP,X,999,U,GT3,T,3,4,N/A,-1,error,mother,1,,invalid,no,yes,no,unknown,yes,no,yes,no,,5,-999,X,X,5,2,99999,X,,False
MS,M,A,,LE3,UNKNOWN,,999,invalid,-1,-1,999,2,,invalid,no,no,no,yes,yes,maybe,yes,no,,3,5,1,1,3,0,,14,,False
,unknown,17,R,LARGE,T,1,4,error,,invalid,mother,1,1,99999,,unknown,unknown,yes,yes,,no,no,-999,5,99999,1,5,4,99999,14,invalid,invalid,False
GP,F,17,U,LE3,A,1,2,,other,course,mother,1,99999,0,no,,no,,no,maybe,no,yes,99999,,4,,-999,5,4,,-999,10,
GP,F,16,U,GT3,UNKNOWN,3,,health,N/A,course,N/A,,2,0,maybe,no,maybe,yes,maybe,no,no,yes,4,4,3,1,3,5,,99999,18,7,False
MS,F,16,INVALID,LE3,T,3,3,teacher,error,unknown,,,invalid,99999,,,,yes,yes,yes,no,yes,4,X,3,1,3,5,4,8,6,9,False
,unknown,19,INVALID,LE3,X,,1,at_home,services,other,-1,,,,no,yes,no,,yes,unknown,no,no,invalid,3,3,,2,3,6,12,14,,maybe
MS,unknown,16,R,999,X,4,3,,other,,,-999,4,,no,,unknown,maybe,yes,yes,,no,,,99999,99999,99999,3,2,invalid,10,invalid,False
MS,unknown,invalid,R,,T,4,4,-1,health,other,error,invalid,,0,no,yes,no,unknown,yes,maybe,,no,,invalid,invalid,99999,-999,1,4,13,11,99999,
MS,M,invalid,INVALID,GT3,A,-1,4,other,,home,other,X,-999,0,,maybe,no,no,unknown,,yes,maybe,X,,-999,1,99999,4,0,,,12,False
GP,F,999,XYZ,GT3,T,,INVALID,other,teacher,reputation,mother,2,X,,,,,yes,yes,yes,no,yes,4,3,4,1,X,,invalid,,,,False
GP,M,A,R,,T,999,-1,N/A,,reputation,mother,,99999,X,no,yes,no,yes,unknown,yes,maybe,no,invalid,-999,-999,-999,1,invalid,invalid,X,,10,
GP,unknown,16,INVALID,-1,T,4,4,services,invalid,-1,,2,-999,invalid,no,maybe,no,no,maybe,yes,no,yes,4,,,-999,-999,3,-999,invalid,99999,-999,no
MS,,16,,GT3,A,-1,,-1,other,course,N/A,X,99999,0,no,yes,no,no,yes,unknown,yes,maybe,99999,,1,1,3,1,X,,X,,True
GP,M,15,R,GT3,T,4,2,health,other,other,999,1,,,maybe,no,no,yes,no,yes,unknown,yes,4,3,4,2,,X,X,12,,11,False
GP,F,17,U,,,1,4,error,-1,course,mother,1,X,invalid,maybe,no,no,maybe,yes,yes,yes,no,,invalid,5,invalid,2,,X,12,9,X,True
GP,,16,U,LE3,A,1,4,services,other,home,father,99999,4,X,no,unknown,maybe,yes,maybe,yes,yes,no,-999,,3,,invalid,5,X,,X,17,maybe
123,X,16,XYZ,LE3,,2,2,other,,home,999,,,,no,no,yes,yes,no,yes,yes,,invalid,5,-999,2,2,1,6,7,-999,11,True
GP,X,15,R,GT3,T,1,-1,,other,N/A,other,,1,0,unknown,maybe,,no,no,yes,yes,maybe,4,3,4,,99999,,0,X,14,,no
MS,F,,U,GT3,T,3,3,,-1,N/A,mother,1,,0,,unknown,no,yes,yes,yes,unknown,unknown,99999,4,invalid,1,2,,-999,,invalid,,unknown
GP,F,16,,SMALL,T,,,teacher,,reputation,,X,2,3,yes,yes,yes,unknown,yes,maybe,no,yes,5,,4,,-999,3,X,,11,14,False
123,F,A,R,LE3,1,1,3,error,services,reputation,father,3,2,X,,no,no,yes,yes,no,yes,no,3,3,5,1,1,2,0,X,11,,False
XYZ,F,,,LE3,T,-1,2,other,teacher,course,999,invalid,invalid,99999,yes,no,,no,no,no,yes,,-999,5,,,,99999,6,13,invalid,X,False
123,,,U,LARGE,A,3,1,at_home,services,-999,other,X,99999,0,,yes,no,yes,,,yes,unknown,X,-999,3,-999,5,X,2,99999,15,,unknown
GP,F,18,R,GT3,T,3,2,-1,other,course,mother,2,-999,invalid,unknown,yes,no,yes,yes,yes,,yes,5,99999,5,5,-999,invalid,12,X,11,10,False
GP,F,invalid,,LE3,T,2,4,teacher,invalid,,mother,99999,3,0,no,yes,,,maybe,no,no,no,5,3,1,1,99999,99999,-999,10,99999,99999,False
GP,F,15,R,999,T,4,2,services,services,-999,-1,,,99999,no,,no,yes,no,yes,yes,no,99999,-999,invalid,,1,99999,0,11,8,-999,False
XYZ,X,,U,,T,-1,2,other,-1,,error,-999,2,,no,yes,,no,yes,maybe,yes,,5,,-999,invalid,99999,4,0,14,8,invalid,yes
,F,999,INVALID,GT3,T,INVALID,1,services,teacher,N/A,mother,99999,1,99999,no,yes,no,,no,yes,no,,4,99999,2,1,invalid,99999,99999,-999,99999,-999,
GP,unknown,16,INVALID,LE3,T,INVALID,-1,N/A,error,home,,invalid,99999,,no,no,yes,,yes,yes,yes,,99999,-999,X,X,99999,-999,99999,-999,11,16,
GP,M,,XYZ,LE3,UNKNOWN,2,4,other,other,reputation,unknown,invalid,1,,no,yes,no,,yes,,yes,maybe,4,-999,4,99999,4,-999,0,-999,invalid,15,True
GP,F,17,U,,,4,1,-1,other,reputation,mother,1,3,0,,no,no,yes,no,yes,yes,maybe,invalid,,1,4,99999,invalid,0,11,13,-999,False
INVALID,M,17,U,,A,2,2,unknown,,reputation,-1,99999,1,0,no,unknown,no,no,yes,yes,no,unknown,X,,invalid,99999,,5,-999,8,17,13,False
GP,F,A,,LE3,,2,4,999,other,home,unknown,1,2,0,no,yes,,,no,,yes,yes,X,X,,99999,3,99999,5,11,,,False
MS,M,invalid,R,GT3,T,-1,4,invalid,-999,N/A,999,2,1,99999,no,,,no,yes,,yes,,5,4,5,invalid,X,invalid,6,11,11,13,
XYZ,F,,XYZ,LE3,A,2,1,N/A,invalid,home,N/A,invalid,invalid,0,no,,,yes,,,yes,no,-999,5,invalid,invalid,-999,2,2,11,X,X,False
GP,F,17,U,GT3,T,2,,other,other,course,invalid,X,3,0,unknown,,,,,,no,yes,invalid,4,4,3,3,3,-999,17,99999,invalid,False
MS,M,999,INVALID,LARGE,T,3,,other,,,mother,,,0,no,no,no,maybe,no,yes,yes,unknown,4,5,99999,-999,1,5,0,,12,,maybe
123,,15,R,-1,UNKNOWN,2,INVALID,services,other,home,unknown,2,-999,99999,no,no,no,maybe,no,yes,yes,no,,,2,2,-999,4,2,invalid,,12,True
GP,,16,R,-1,T,3,2,999,other,reputation,invalid,invalid,1,0,,,no,maybe,,maybe,yes,no,5,99999,2,1,1,,0,10,9,11,False
GP,,16,XYZ,GT3,,3,INVALID,other,other,course,invalid,invalid,1,,,yes,no,maybe,yes,,no,yes,,3,5,,2,,8,-999,X,9,False
,F,15,INVALID,GT3,T,1,999,other,-999,home,-1,invalid,,invalid,maybe,yes,no,,yes,,,,5,2,99999,-999,1,X,99999,11,18,,maybe
,X,,,,A,3,999,error,other,other,N/A,1,,0,,no,yes,no,yes,yes,yes,no,4,2,4,1,99999,-999,99999,X,14,15,False
MS,M,,U,LARGE,T,3,2,invalid,other,course,mother,1,2,0,yes,,no,yes,maybe,yes,,,3,4,X,,1,99999,-999,,,8,False
MS,M,invalid,U,LARGE,UNKNOWN,3,2,health,other,unknown,mother,2,4,0,no,yes,no,yes,,yes,maybe,no,-999,99999,,X,X,,0,99999,9,15,False
GP,M,,R,GT3,X,4,,invalid,,invalid,mother,,,-999,no,maybe,no,,,maybe,no,no,X,,invalid,2,1,invalid,0,,13,-999,
GP,M,17,U,GT3,UNKNOWN,1,3,teacher,services,home,mother,invalid,99999,0,no,yes,maybe,no,,yes,,yes,5,invalid,invalid,5,4,-999,0,99999,-999,16,False
GP,X,,R,LARGE,1,4,2,,at_home,error,error,invalid,3,0,maybe,yes,,no,,,yes,yes,3,4,X,1,-999,1,invalid,13,8,8,False
MS,M,,INVALID,GT3,T,3,INVALID,other,N/A,999,father,1,X,0,no,no,unknown,no,yes,,no,yes,4,99999,3,,,3,invalid,X,8,X,yes
GP,M,15,INVALID,999,X,-1,4,services,error,unknown,unknown,1,,,no,yes,no,yes,yes,yes,unknown,no,5,4,,99999,3,99999,3,11,11,10,
GP,F,,R,SMALL,T,2,999,999,at_home,,,99999,X,1,,yes,,yes,yes,yes,,,4,99999,3,1,2,2,-999,12,13,,no
INVALID,F,17,U,SMALL,,3,1,health,-1,N/A,father,,4,,no,yes,no,yes,yes,yes,,no,4,-999,-999,1,X,invalid,,7,invalid,-999,False
,F,18,U,LE3,T,1,2,other,invalid,invalid,mother,,1,invalid,,yes,unknown,no,maybe,,yes,no,,4,-999,-999,2,4,X,invalid,-999,11,False
GP,M,17,XYZ,,A,999,2,,,home,father,-999,2,99999,no,unknown,no,maybe,yes,yes,yes,yes,5,1,invalid,99999,99999,4,X,-999,10,8,no
GP,X,,U,GT3,1,2,3,at_home,other,unknown,,,1,0,no,no,unknown,no,no,yes,maybe,no,5,4,99999,1,,99999,-999,X,invalid,11,maybe
GP,F,18,U,LE3,T,1,1,invalid,other,home,,,3,invalid,no,unknown,maybe,unknown,maybe,yes,yes,no,,1,5,-999,1,4,,,invalid,15,maybe
XYZ,,999,U,,T,,1,invalid,other,home,-1,1,2,0,no,yes,unknown,,no,unknown,maybe,yes,4,2,invalid,1,3,3,,invalid,-999,,unknown
GP,F,16,U,GT3,1,-1,1,,other,course,mother,1,1,1,,yes,,yes,yes,yes,unknown,no,,,1,2,3,4,8,13,,12,False
GP,X,17,,-1,A,1,2,-999,other,course,mother,99999,99999,invalid,no,maybe,,unknown,yes,yes,,yes,5,3,99999,,1,,X,-999,14,14,True
GP,,999,U,GT3,T,2,,other,unknown,reputation,mother,1,2,0,,yes,no,no,,maybe,yes,no,4,-999,invalid,1,1,1,2,13,,,
,M,18,U,LE3,T,4,2,,other,999,mother,2,3,-999,unknown,yes,,yes,yes,yes,yes,no,4,4,,-999,invalid,3,0,14,10,11,True
,M,,U,GT3,T,1,2,999,services,999,mother,-999,2,-999,no,no,no,,no,yes,maybe,,3,,3,1,1,1,2,,99999,13,
,,999,R,GT3,1,1,1,unknown,unknown,course,mother,1,,invalid,maybe,maybe,,no,,maybe,yes,,4,3,X,1,,-999,,,99999,,False
GP,F,invalid,U,GT3,,1,3,-1,-999,,father,2,invalid,invalid,no,yes,,,no,,maybe,,4,,5,2,invalid,,0,6,,invalid,yes
GP,M,17,U,GT3,A,1,2,invalid,,reputation,N/A,1,X,invalid,no,yes,no,,yes,yes,yes,yes,-999,99999,,1,X,5,14,11,invalid,99999,no
GP,,invalid,INVALID,LARGE,UNKNOWN,2,1,at_home,N/A,N/A,,2,1,0,yes,yes,,yes,maybe,yes,no,yes,5,2,3,invalid,invalid,5,99999,11,9,,yes
,M,invalid,R,,,3,-1,services,services,course,,X,-999,0,no,no,yes,,yes,,,no,4,,2,,4,X,0,X,13,17,True
,X,18,R,LE3,T,4,3,other,services,other,mother,1,4,0,yes,maybe,no,maybe,yes,no,no,,5,99999,2,1,4,5,,-999,X,-999,
GP,F,16,R,LARGE,T,-1,4,unknown,health,other,error,X,1,,no,no,,maybe,yes,,no,yes,X,2,5,3,99999,-999,0,99999,11,17,False
MS,,16,R,LE3,UNKNOWN,1,999,at_home,other,999,-999,2,2,0,no,yes,yes,no,yes,yes,yes,unknown,-999,5,4,-999,X,2,,,99999,11,
MS,F,18,U,LE3,A,-1,1,invalid,,error,mother,2,1,,no,,no,unknown,,,yes,maybe,X,X,X,invalid,1,5,invalid,X,-999,X,
MS,M,16,,GT3,T,INVALID,1,unknown,-999,,N/A,99999,2,0,maybe,,no,yes,,unknown,maybe,no,4,1,3,invalid,-999,,-999,X,,10,no
MS,M,17,R,GT3,UNKNOWN,1,,at_home,other,home,unknown,3,2,99999,no,yes,no,no,unknown,,maybe,maybe,-999,4,,99999,invalid,5,99999,X,99999,9,maybe
GP,,19,XYZ,999,T,,2,unknown,,-1,unknown,1,2,0,no,,no,unknown,no,yes,yes,no,4,2,4,,X,5,,7,invalid,13,maybe
123,M,16,U,999,T,1,4,other,services,home,999,1,2,,no,yes,,yes,yes,yes,,maybe,3,3,invalid,1,X,X,6,10,13,18,False
,,-5,R,SMALL,,1,-1,other,N/A,999,father,1,X,invalid,no,unknown,,yes,yes,unknown,yes,maybe,3,invalid,5,1,1,1,2,-999,invalid,,True
MS,X,999,U,LARGE,A,2,1,,,999,N/A,invalid,,1,no,,no,unknown,unknown,yes,yes,yes,1,X,2,X,3,99999,,9,10,99999,False
XYZ,F,16,U,,T,2,,services,at_home,,mother,99999,99999,invalid,no,maybe,,no,,,yes,no,-999,3,99999,99999,2,99999,0,X,-999,10,False
GP,M,17,,LE3,T,-1,3,-1,-1,unknown,invalid,2,99999,0,unknown,,yes,yes,,yes,,yes,invalid,-999,3,2,4,3,4,7,,,False
GP,F,17,INVALID,,T,999,1,teacher,other,,other,,-999,0,no,maybe,,yes,no,maybe,yes,yes,99999,4,5,1,invalid,5,X,17,18,-999,yes
123,X,-5,,SMALL,T,,2,other,,course,-1,99999,1,0,no,no,no,no,,no,yes,yes,5,X,4,-999,1,4,8,13,13,11,maybe
,F,15,U,,T,3,999,other,services,-999,mother,2,2,0,maybe,no,unknown,,,yes,no,no,,3,3,2,1,3,0,,14,,yes
XYZ,M,16,U,999,,1,1,999,N/A,,invalid,X,1,2,yes,unknown,no,yes,unknown,yes,yes,,4,,X,1,4,4,,14,99999,-999,False
GP,F,-5,INVALID,GT3,T,4,,teacher,error,-1,999,1,4,-999,yes,unknown,no,no,yes,maybe,,yes,invalid,5,,99999,1,X,,,12,99999,unknown
MS,F,-5,R,-1,T,2,4,services,other,invalid,,99999,invalid,X,unknown,no,,no,yes,yes,yes,no,invalid,4,3,,,invalid,0,10,14,X,False
MS,F,20,U,GT3,,4,999,N/A,unknown,,mother,,,0,no,yes,no,no,,yes,no,no,5,3,2,3,-999,,,invalid,12,11,
XYZ,F,invalid,U,,T,3,4,-1,-1,course,,2,2,0,maybe,no,no,,maybe,unknown,no,,,3,1,4,1,99999,,99999,9,11,False
,,16,U,SMALL,T,2,2,at_home,,reputation,mother,X,4,0,,yes,,unknown,maybe,no,no,yes,,4,invalid,1,X,,,7,10,99999,False
MS,F,16,U,GT3,,3,4,other,unknown,reputation,-999,,4,0,no,yes,no,no,,yes,,,,3,5,X,99999,invalid,14,X,13,10,False
,F,15,U,GT3,T,2,1,at_home,teacher,unknown,mother,1,invalid,0,no,unknown,no,yes,yes,maybe,no,no,X,invalid,invalid,99999,,,6,9,99999,13,False
MS,F,999,,LARGE,T,INVALID,3,health,N/A,home,father,,X,-999,no,yes,no,maybe,yes,,no,no,5,3,invalid,,99999,,,invalid,10,12,False
MS,F,999,U,GT3,T,4,2,teacher,other,,mother,,1,X,maybe,,unknown,maybe,yes,yes,yes,no,4,invalid,2,4,2,4,-999,8,11,-999,
GP,unknown,18,U,GT3,UNKNOWN,2,2,,other,,mother,invalid,99999,0,,yes,no,no,maybe,yes,yes,,-999,,3,1,1,5,99999,-999,X,10,yes
GP,X,A,U,GT3,UNKNOWN,1,999,999,,home,-1,99999,invalid,,no,yes,unknown,no,yes,yes,yes,no,invalid,-999,X,,3,X,invalid,13,99999,-999,False
,M,,INVALID,LE3,,2,3,other,at_home,other,error,invalid,X,0,maybe,no,no,,yes,,yes,maybe,5,,2,invalid,X,2,4,13,11,15,False
GP,M,invalid,,,,4,4,N/A,-1,reputation,,2,1,0,yes,yes,unknown,,maybe,maybe,yes,,99999,-999,,invalid,X,2,0,,,,no
MS,M,,U,GT3,,1,1,invalid,999,other,N/A,4,99999,0,yes,no,maybe,no,,no,yes,no,4,99999,3,1,2,,0,X,10,X,False
GP,,16,INVALID,999,,,INVALID,N/A,other,999,mother,99999,2,0,maybe,yes,unknown,unknown,unknown,maybe,yes,,-999,99999,-999,1,3,5,0,-999,99999,8,False
GP,X,A,R,GT3,T,,3,teacher,services,reputation,N/A,2,,0,yes,yes,unknown,yes,,yes,no,yes,4,5,invalid,1,2,3,-999,X,-999,invalid,
,M,,XYZ,,,3,INVALID,,N/A,home,error,1,-999,0,,yes,,maybe,yes,unknown,,no,invalid,X,-999,1,-999,5,X,17,,15,unknown
GP,,,U,LE3,X,,INVALID,services,other,course,father,-999,,-999,no,no,,no,yes,yes,unknown,,X,4,-999,X,,99999,,9,X,X,False
GP,F,-5,U,,1,2,,error,-1,course,invalid,invalid,2,0,no,,no,maybe,unknown,unknown,yes,,X,3,-999,invalid,-999,4,0,10,X,11,False
,F,16,U,GT3,,3,INVALID,invalid,-999,error,father,1,,0,,,,,yes,unknown,yes,yes,5,3,1,1,1,,,-999,,14,False
GP,F,-5,,GT3,,INVALID,4,services,999,invalid,father,invalid,3,0,maybe,yes,,no,no,yes,yes,unknown,invalid,invalid,-999,1,,5,4,-999,,X,
GP,M,15,R,LE3,X,1,3,other,services,,-999,,invalid,0,no,unknown,no,,,,no,no,-999,5,3,invalid,-999,,0,-999,X,,
MS,M,A,R,GT3,T,,4,other,other,,-999,2,1,invalid,no,no,no,no,no,yes,no,yes,4,X,5,1,X,3,2,11,X,-999,yes
GP,F,,U,GT3,A,2,2,N/A,,course,error,1,,0,no,yes,no,no,maybe,yes,yes,yes,-999,99999,2,-999,invalid,invalid,,12,X,11,False
GP,M,A,U,LARGE,T,2,999,other,services,other,father,-999,invalid,0,no,no,no,no,yes,maybe,yes,yes,5,,2,1,X,X,4,8,,17,False
MS,M,invalid,R,GT3,T,999,4,N/A,-1,course,999,2,,invalid,unknown,,no,,,yes,yes,no,5,invalid,1,1,,1,4,-999,13,14,maybe
MS,X,17,,GT3,T,3,4,teacher,invalid,-1,other,1,invalid,0,unknown,maybe,no,unknown,,yes,yes,unknown,invalid,,-999,-999,,4,8,11,,15,False
MS,X,18,,-1,T,1,2,,N/A,999,N/A,2,,X,,yes,no,no,yes,yes,no,,5,3,invalid,2,-999,,0,6,-999,12,False
INVALID,unknown,,U,GT3,T,3,-1,invalid,other,home,invalid,,invalid,-999,no,yes,no,,,,yes,no,99999,99999,3,1,1,invalid,,17,,,
123,,17,INVALID,GT3,A,2,2,other,invalid,-1,999,1,-999,0,no,no,no,no,maybe,no,yes,no,-999,4,2,1,,1,2,16,7,0,unknown
GP,F,,INVALID,SMALL,T,1,1,-999,other,home,,1,1,0,unknown,no,,,yes,yes,,no,99999,invalid,,,,X,2,invalid,8,13,
GP,,-5,XYZ,LE3,T,2,,at_home,services,course,mother,X,,0,no,,,unknown,yes,yes,maybe,yes,4,3,4,-999,invalid,1,0,15,X,invalid,False
MS,F,-5,R,GT3,,,1,-999,services,-1,mother,1,X,3,no,unknown,,maybe,yes,yes,yes,no,99999,3,2,1,1,invalid,8,14,99999,,True
MS,M,16,U,GT3,T,-1,1,health,,reputation,mother,1,1,,no,yes,no,no,yes,yes,yes,no,,X,invalid,-999,3,3,X,-999,-999,10,True
GP,F,,R,GT3,1,INVALID,3,-1,other,course,mother,3,99999,3,maybe,no,no,,yes,yes,yes,maybe,5,99999,3,2,,X,1,13,,-999,maybe
